"sell_date","date_time","day_name","day_index","is_workday","year_season","money","coffee_name","category","caffeine_level","contains_milk","segment_name","segment_id"
"2024-05-18","2024-05-18 16:49:27",Saturday,5,0,Spring,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-05-18","2024-05-18 19:58:44",Saturday,5,0,Spring,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-05-18","2024-05-18 20:22:53",Saturday,5,0,Spring,37,Latte,Coffee,Medium,1,Evening,4
"2024-05-18","2024-05-18 22:05:27",Saturday,5,0,Spring,39,Cappuccino,Coffee,Medium,1,Evening,4
"2024-05-19","2024-05-19 07:58:38",Sunday,6,0,Spring,27,Americano,Coffee,High,0,Morning,1
"2024-05-19","2024-05-19 07:59:34",Sunday,6,0,Spring,27,Americano,Coffee,High,0,Morning,1
"2024-05-19","2024-05-19 08:00:35",Sunday,6,0,Spring,37,Cappuccino,Coffee,Medium,1,Morning,1
"2024-05-19","2024-05-19 09:28:50",Sunday,6,0,Spring,24,Espresso,Coffee,High,0,Morning,1
"2024-05-19","2024-05-19 12:14:27",Sunday,6,0,Spring,32,Americano with Milk,Coffee,High,1,Midday,2
"2024-05-19","2024-05-19 14:43:40",Sunday,6,0,Spring,27,Americano,Coffee,High,0,Afternoon,3
"2024-05-19","2024-05-19 15:58:58",Sunday,6,0,Spring,32,Americano with Milk,Coffee,High,1,Afternoon,3
"2024-05-19","2024-05-19 18:12:36",Sunday,6,0,Spring,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-05-19","2024-05-19 18:13:48",Sunday,6,0,Spring,23,Espresso,Coffee,High,0,Evening,4
"2024-05-19","2024-05-19 18:16:30",Sunday,6,0,Spring,37,Hot Chocolate,Sweet,None,1,Evening,4
"2024-05-19","2024-05-19 19:51:07",Sunday,6,0,Spring,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-05-19","2024-05-19 21:15:42",Sunday,6,0,Spring,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-05-19","2024-05-19 21:18:36",Sunday,6,0,Spring,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-05-20","2024-05-20 10:05:59",Monday,0,1,Spring,32,Americano with Milk,Coffee,High,1,Midday,2
"2024-05-20","2024-05-20 10:17:52",Monday,0,1,Spring,37,Latte,Coffee,Medium,1,Midday,2
"2024-05-20","2024-05-20 10:58:48",Monday,0,1,Spring,37,Latte,Coffee,Medium,1,Midday,2
"2024-05-20","2024-05-20 11:15:16",Monday,0,1,Spring,27,Americano,Coffee,High,0,Midday,2
"2024-05-20","2024-05-20 11:16:20",Monday,0,1,Spring,27,Americano,Coffee,High,0,Midday,2
"2024-05-20","2024-05-20 13:27:13",Monday,0,1,Spring,27,Americano,Coffee,High,0,Afternoon,3
"2024-05-20","2024-05-20 13:28:10",Monday,0,1,Spring,27,Americano,Coffee,High,0,Afternoon,3
"2024-05-20","2024-05-20 14:13:19",Monday,0,1,Spring,32,Americano with Milk,Coffee,High,1,Afternoon,3
"2024-05-20","2024-05-20 14:14:31",Monday,0,1,Spring,37,Cappuccino,Coffee,Medium,1,Afternoon,3
"2024-05-20","2024-05-20 14:32:21",Monday,0,1,Spring,29,Americano,Coffee,High,0,Afternoon,3
"2024-05-20","2024-05-20 17:12:51",Monday,0,1,Spring,37,Latte,Coffee,Medium,1,Evening,4
"2024-05-20","2024-05-20 17:13:57",Monday,0,1,Spring,37,Latte,Coffee,Medium,1,Evening,4
"2024-05-20","2024-05-20 20:36:48",Monday,0,1,Spring,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-05-20","2024-05-20 20:37:57",Monday,0,1,Spring,37,Cocoa,Sweet,None,1,Evening,4
"2024-05-20","2024-05-20 20:46:52",Monday,0,1,Spring,27,Cortado,Coffee,Medium,1,Evening,4
"2024-05-20","2024-05-20 21:36:54",Monday,0,1,Spring,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-05-20","2024-05-20 21:37:58",Monday,0,1,Spring,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-05-21","2024-05-21 08:27:38",Tuesday,1,1,Spring,37,Latte,Coffee,Medium,1,Morning,1
"2024-05-21","2024-05-21 09:43:51",Tuesday,1,1,Spring,29,Americano,Coffee,High,0,Morning,1
"2024-05-21","2024-05-21 09:44:40",Tuesday,1,1,Spring,34,Americano with Milk,Coffee,High,1,Morning,1
"2024-05-21","2024-05-21 09:46:09",Tuesday,1,1,Spring,39,Cocoa,Sweet,None,1,Morning,1
"2024-05-21","2024-05-21 10:05:08",Tuesday,1,1,Spring,39,Latte,Coffee,Medium,1,Midday,2
"2024-05-21","2024-05-21 16:10:20",Tuesday,1,1,Spring,37,Latte,Coffee,Medium,1,Evening,4
"2024-05-21","2024-05-21 18:13:24",Tuesday,1,1,Spring,23,Espresso,Coffee,High,0,Evening,4
"2024-05-21","2024-05-21 19:11:09",Tuesday,1,1,Spring,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-05-21","2024-05-21 20:13:48",Tuesday,1,1,Spring,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-05-22","2024-05-22 09:34:42",Wednesday,2,1,Spring,37,Cappuccino,Coffee,Medium,1,Morning,1
"2024-05-22","2024-05-22 10:49:47",Wednesday,2,1,Spring,32,Americano with Milk,Coffee,High,1,Midday,2
"2024-05-22","2024-05-22 11:18:14",Wednesday,2,1,Spring,27,Cortado,Coffee,Medium,1,Midday,2
"2024-05-22","2024-05-22 11:34:55",Wednesday,2,1,Spring,32,Americano with Milk,Coffee,High,1,Midday,2
"2024-05-22","2024-05-22 12:29:51",Wednesday,2,1,Spring,27,Americano,Coffee,High,0,Midday,2
"2024-05-22","2024-05-22 12:30:43",Wednesday,2,1,Spring,27,Americano,Coffee,High,0,Midday,2
"2024-05-22","2024-05-22 14:00:20",Wednesday,2,1,Spring,32,Americano with Milk,Coffee,High,1,Afternoon,3
"2024-05-22","2024-05-22 19:24:58",Wednesday,2,1,Spring,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-05-22","2024-05-22 19:25:59",Wednesday,2,1,Spring,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-05-22","2024-05-22 21:23:53",Wednesday,2,1,Spring,37,Hot Chocolate,Sweet,None,1,Evening,4
"2024-05-22","2024-05-22 21:24:50",Wednesday,2,1,Spring,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-05-23","2024-05-23 10:10:20",Thursday,3,1,Spring,37,Cappuccino,Coffee,Medium,1,Midday,2
"2024-05-23","2024-05-23 12:22:07",Thursday,3,1,Spring,23,Espresso,Coffee,High,0,Midday,2
"2024-05-23","2024-05-23 15:55:17",Thursday,3,1,Spring,37,Cappuccino,Coffee,Medium,1,Afternoon,3
"2024-05-23","2024-05-23 15:56:27",Thursday,3,1,Spring,37,Cappuccino,Coffee,Medium,1,Afternoon,3
"2024-05-23","2024-05-23 16:18:14",Thursday,3,1,Spring,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-05-23","2024-05-23 16:41:00",Thursday,3,1,Spring,37,Latte,Coffee,Medium,1,Evening,4
"2024-05-23","2024-05-23 17:14:33",Thursday,3,1,Spring,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-05-23","2024-05-23 17:15:45",Thursday,3,1,Spring,37,Latte,Coffee,Medium,1,Evening,4
"2024-05-23","2024-05-23 19:03:54",Thursday,3,1,Spring,27,Cortado,Coffee,Medium,1,Evening,4
"2024-05-23","2024-05-23 19:17:28",Thursday,3,1,Spring,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-05-23","2024-05-23 19:18:26",Thursday,3,1,Spring,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-05-23","2024-05-23 19:42:32",Thursday,3,1,Spring,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-05-23","2024-05-23 20:15:01",Thursday,3,1,Spring,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-05-23","2024-05-23 20:16:24",Thursday,3,1,Spring,37,Latte,Coffee,Medium,1,Evening,4
"2024-05-23","2024-05-23 22:48:11",Thursday,3,1,Spring,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-05-23","2024-05-23 22:55:37",Thursday,3,1,Spring,39,Hot Chocolate,Sweet,None,1,Evening,4
"2024-05-24","2024-05-24 11:11:59",Friday,4,1,Spring,27,Cortado,Coffee,Medium,1,Midday,2
"2024-05-24","2024-05-24 11:15:08",Friday,4,1,Spring,27,Americano,Coffee,High,0,Midday,2
"2024-05-24","2024-05-24 11:16:13",Friday,4,1,Spring,27,Americano,Coffee,High,0,Midday,2
"2024-05-24","2024-05-24 16:07:20",Friday,4,1,Spring,37,Hot Chocolate,Sweet,None,1,Evening,4
"2024-05-24","2024-05-24 18:17:40",Friday,4,1,Spring,27,Cortado,Coffee,Medium,1,Evening,4
"2024-05-24","2024-05-24 18:18:37",Friday,4,1,Spring,27,Cortado,Coffee,Medium,1,Evening,4
"2024-05-24","2024-05-24 22:30:40",Friday,4,1,Spring,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-05-25","2024-05-25 07:40:59",Saturday,5,0,Spring,29,Americano,Coffee,High,0,Morning,1
"2024-05-25","2024-05-25 12:13:53",Saturday,5,0,Spring,37,Latte,Coffee,Medium,1,Midday,2
"2024-05-25","2024-05-25 12:40:24",Saturday,5,0,Spring,29,Americano,Coffee,High,0,Midday,2
"2024-05-25","2024-05-25 12:42:10",Saturday,5,0,Spring,32,Americano with Milk,Coffee,High,1,Midday,2
"2024-05-25","2024-05-25 12:43:13",Saturday,5,0,Spring,32,Americano with Milk,Coffee,High,1,Midday,2
"2024-05-25","2024-05-25 12:58:12",Saturday,5,0,Spring,32,Americano with Milk,Coffee,High,1,Midday,2
"2024-05-25","2024-05-25 16:47:10",Saturday,5,0,Spring,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-05-25","2024-05-25 16:48:17",Saturday,5,0,Spring,27,Americano,Coffee,High,0,Evening,4
"2024-05-26","2024-05-26 10:20:02",Sunday,6,0,Spring,37,Latte,Coffee,Medium,1,Midday,2
"2024-05-26","2024-05-26 14:24:50",Sunday,6,0,Spring,32,Americano with Milk,Coffee,High,1,Afternoon,3
"2024-05-26","2024-05-26 14:26:05",Sunday,6,0,Spring,27,Cortado,Coffee,Medium,1,Afternoon,3
"2024-05-26","2024-05-26 14:40:59",Sunday,6,0,Spring,32,Americano with Milk,Coffee,High,1,Afternoon,3
"2024-05-26","2024-05-26 17:19:16",Sunday,6,0,Spring,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-05-26","2024-05-26 18:09:53",Sunday,6,0,Spring,37,Hot Chocolate,Sweet,None,1,Evening,4
"2024-05-26","2024-05-26 18:11:02",Sunday,6,0,Spring,37,Hot Chocolate,Sweet,None,1,Evening,4
"2024-05-26","2024-05-26 18:13:14",Sunday,6,0,Spring,27,Americano,Coffee,High,0,Evening,4
"2024-05-26","2024-05-26 18:39:19",Sunday,6,0,Spring,37,Latte,Coffee,Medium,1,Evening,4
"2024-05-26","2024-05-26 20:59:15",Sunday,6,0,Spring,37,Hot Chocolate,Sweet,None,1,Evening,4
"2024-05-26","2024-05-26 21:00:06",Sunday,6,0,Spring,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-05-26","2024-05-26 21:02:37",Sunday,6,0,Spring,27,Cortado,Coffee,Medium,1,Evening,4
"2024-05-26","2024-05-26 21:03:52",Sunday,6,0,Spring,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-05-26","2024-05-26 21:04:59",Sunday,6,0,Spring,37,Latte,Coffee,Medium,1,Evening,4
"2024-05-26","2024-05-26 21:06:03",Sunday,6,0,Spring,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-05-27","2024-05-27 11:34:55",Monday,0,1,Spring,27,Americano,Coffee,High,0,Midday,2
"2024-05-27","2024-05-27 14:05:22",Monday,0,1,Spring,32,Americano with Milk,Coffee,High,1,Afternoon,3
"2024-05-27","2024-05-27 14:06:44",Monday,0,1,Spring,37,Cocoa,Sweet,None,1,Afternoon,3
"2024-05-27","2024-05-27 15:11:34",Monday,0,1,Spring,27,Americano,Coffee,High,0,Afternoon,3
"2024-05-27","2024-05-27 15:14:06",Monday,0,1,Spring,27,Americano,Coffee,High,0,Afternoon,3
"2024-05-27","2024-05-27 17:50:56",Monday,0,1,Spring,37,Latte,Coffee,Medium,1,Evening,4
"2024-05-27","2024-05-27 18:00:51",Monday,0,1,Spring,27,Americano,Coffee,High,0,Evening,4
"2024-05-27","2024-05-27 19:16:27",Monday,0,1,Spring,37,Latte,Coffee,Medium,1,Evening,4
"2024-05-27","2024-05-27 19:17:39",Monday,0,1,Spring,37,Latte,Coffee,Medium,1,Evening,4
"2024-05-27","2024-05-27 21:29:07",Monday,0,1,Spring,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-05-27","2024-05-27 21:30:20",Monday,0,1,Spring,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-05-28","2024-05-28 08:37:09",Tuesday,1,1,Spring,32,Americano with Milk,Coffee,High,1,Morning,1
"2024-05-28","2024-05-28 09:20:11",Tuesday,1,1,Spring,32,Americano with Milk,Coffee,High,1,Morning,1
"2024-05-28","2024-05-28 11:48:18",Tuesday,1,1,Spring,37,Cappuccino,Coffee,Medium,1,Midday,2
"2024-05-28","2024-05-28 13:14:40",Tuesday,1,1,Spring,37,Cappuccino,Coffee,Medium,1,Afternoon,3
"2024-05-28","2024-05-28 14:10:54",Tuesday,1,1,Spring,37,Cocoa,Sweet,None,1,Afternoon,3
"2024-05-28","2024-05-28 16:25:39",Tuesday,1,1,Spring,27,Cortado,Coffee,Medium,1,Evening,4
"2024-05-28","2024-05-28 17:21:44",Tuesday,1,1,Spring,39,Cappuccino,Coffee,Medium,1,Evening,4
"2024-05-28","2024-05-28 19:09:29",Tuesday,1,1,Spring,27,Americano,Coffee,High,0,Evening,4
"2024-05-28","2024-05-28 19:10:31",Tuesday,1,1,Spring,37,Latte,Coffee,Medium,1,Evening,4
"2024-05-28","2024-05-28 20:24:32",Tuesday,1,1,Spring,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-05-28","2024-05-28 20:50:19",Tuesday,1,1,Spring,27,Americano,Coffee,High,0,Evening,4
"2024-05-29","2024-05-29 09:14:44",Wednesday,2,1,Spring,37,Latte,Coffee,Medium,1,Morning,1
"2024-05-29","2024-05-29 10:48:47",Wednesday,2,1,Spring,39,Latte,Coffee,Medium,1,Midday,2
"2024-05-29","2024-05-29 11:14:03",Wednesday,2,1,Spring,37,Hot Chocolate,Sweet,None,1,Midday,2
"2024-05-29","2024-05-29 15:10:49",Wednesday,2,1,Spring,27,Americano,Coffee,High,0,Afternoon,3
"2024-05-29","2024-05-29 15:22:56",Wednesday,2,1,Spring,37,Latte,Coffee,Medium,1,Afternoon,3
"2024-05-29","2024-05-29 15:45:13",Wednesday,2,1,Spring,37,Cappuccino,Coffee,Medium,1,Afternoon,3
"2024-05-29","2024-05-29 16:45:04",Wednesday,2,1,Spring,37,Latte,Coffee,Medium,1,Evening,4
"2024-05-29","2024-05-29 18:24:03",Wednesday,2,1,Spring,27,Cortado,Coffee,Medium,1,Evening,4
"2024-05-29","2024-05-29 18:24:59",Wednesday,2,1,Spring,37,Latte,Coffee,Medium,1,Evening,4
"2024-05-29","2024-05-29 20:30:42",Wednesday,2,1,Spring,37,Hot Chocolate,Sweet,None,1,Evening,4
"2024-05-29","2024-05-29 20:32:35",Wednesday,2,1,Spring,37,Cocoa,Sweet,None,1,Evening,4
"2024-05-30","2024-05-30 08:29:06",Thursday,3,1,Spring,37,Cappuccino,Coffee,Medium,1,Morning,1
"2024-05-30","2024-05-30 08:30:22",Thursday,3,1,Spring,37,Latte,Coffee,Medium,1,Morning,1
"2024-05-30","2024-05-30 08:37:05",Thursday,3,1,Spring,32,Americano with Milk,Coffee,High,1,Morning,1
"2024-05-30","2024-05-30 09:47:59",Thursday,3,1,Spring,37,Latte,Coffee,Medium,1,Morning,1
"2024-05-30","2024-05-30 14:56:15",Thursday,3,1,Spring,32,Americano with Milk,Coffee,High,1,Afternoon,3
"2024-05-30","2024-05-30 15:16:16",Thursday,3,1,Spring,23,Espresso,Coffee,High,0,Afternoon,3
"2024-05-30","2024-05-30 15:17:39",Thursday,3,1,Spring,23,Espresso,Coffee,High,0,Afternoon,3
"2024-05-30","2024-05-30 19:53:11",Thursday,3,1,Spring,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-05-30","2024-05-30 20:31:05",Thursday,3,1,Spring,37,Latte,Coffee,Medium,1,Evening,4
"2024-05-30","2024-05-30 20:46:14",Thursday,3,1,Spring,37,Hot Chocolate,Sweet,None,1,Evening,4
"2024-05-30","2024-05-30 20:47:22",Thursday,3,1,Spring,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-05-31","2024-05-31 07:53:57",Friday,4,1,Spring,32,Americano with Milk,Coffee,High,1,Morning,1
"2024-05-31","2024-05-31 09:21:08",Friday,4,1,Spring,37,Latte,Coffee,Medium,1,Morning,1
"2024-05-31","2024-05-31 09:23:59",Friday,4,1,Spring,39,Latte,Coffee,Medium,1,Morning,1
"2024-05-31","2024-05-31 10:38:08",Friday,4,1,Spring,37,Hot Chocolate,Sweet,None,1,Midday,2
"2024-05-31","2024-05-31 10:39:06",Friday,4,1,Spring,37,Cocoa,Sweet,None,1,Midday,2
"2024-05-31","2024-05-31 14:50:13",Friday,4,1,Spring,32,Americano with Milk,Coffee,High,1,Afternoon,3
"2024-05-31","2024-05-31 18:23:45",Friday,4,1,Spring,37,Latte,Coffee,Medium,1,Evening,4
"2024-05-31","2024-05-31 18:25:03",Friday,4,1,Spring,37,Latte,Coffee,Medium,1,Evening,4
"2024-05-31","2024-05-31 20:06:39",Friday,4,1,Spring,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-05-31","2024-05-31 20:33:06",Friday,4,1,Spring,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-05-31","2024-05-31 20:34:33",Friday,4,1,Spring,37,Latte,Coffee,Medium,1,Evening,4
"2024-05-31","2024-05-31 22:05:47",Friday,4,1,Spring,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-05-31","2024-05-31 22:06:52",Friday,4,1,Spring,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-05-31","2024-05-31 22:07:55",Friday,4,1,Spring,27,Cortado,Coffee,Medium,1,Evening,4
"2024-06-01","2024-06-01 08:27:02",Saturday,5,0,Summer,27,Cortado,Coffee,Medium,1,Morning,1
"2024-06-01","2024-06-01 09:48:25",Saturday,5,0,Summer,37,Latte,Coffee,Medium,1,Morning,1
"2024-06-01","2024-06-01 11:38:09",Saturday,5,0,Summer,37,Latte,Coffee,Medium,1,Midday,2
"2024-06-01","2024-06-01 14:28:54",Saturday,5,0,Summer,32,Americano with Milk,Coffee,High,1,Afternoon,3
"2024-06-01","2024-06-01 18:20:13",Saturday,5,0,Summer,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-06-01","2024-06-01 18:21:15",Saturday,5,0,Summer,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-06-01","2024-06-01 20:50:10",Saturday,5,0,Summer,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-06-01","2024-06-01 20:51:14",Saturday,5,0,Summer,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-06-01","2024-06-01 20:54:59",Saturday,5,0,Summer,39,Cocoa,Sweet,None,1,Evening,4
"2024-06-01","2024-06-01 20:59:10",Saturday,5,0,Summer,37,Cocoa,Sweet,None,1,Evening,4
"2024-06-01","2024-06-01 21:51:05",Saturday,5,0,Summer,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-06-02","2024-06-02 20:03:26",Sunday,6,0,Summer,37,Latte,Coffee,Medium,1,Evening,4
"2024-06-02","2024-06-02 20:24:02",Sunday,6,0,Summer,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-06-02","2024-06-02 20:25:07",Sunday,6,0,Summer,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-06-02","2024-06-02 21:07:21",Sunday,6,0,Summer,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-06-02","2024-06-02 21:30:12",Sunday,6,0,Summer,37,Latte,Coffee,Medium,1,Evening,4
"2024-06-02","2024-06-02 22:43:11",Sunday,6,0,Summer,34,Americano with Milk,Coffee,High,1,Evening,4
"2024-06-03","2024-06-03 10:12:04",Monday,0,1,Summer,37,Latte,Coffee,Medium,1,Midday,2
"2024-06-03","2024-06-03 10:27:50",Monday,0,1,Summer,37,Latte,Coffee,Medium,1,Midday,2
"2024-06-03","2024-06-03 14:31:42",Monday,0,1,Summer,37,Cappuccino,Coffee,Medium,1,Afternoon,3
"2024-06-03","2024-06-03 14:33:01",Monday,0,1,Summer,32,Americano with Milk,Coffee,High,1,Afternoon,3
"2024-06-03","2024-06-03 14:34:07",Monday,0,1,Summer,37,Latte,Coffee,Medium,1,Afternoon,3
"2024-06-03","2024-06-03 21:42:52",Monday,0,1,Summer,34,Americano with Milk,Coffee,High,1,Evening,4
"2024-06-03","2024-06-03 21:43:37",Monday,0,1,Summer,34,Americano with Milk,Coffee,High,1,Evening,4
"2024-06-04","2024-06-04 09:23:43",Tuesday,1,1,Summer,27,Cortado,Coffee,Medium,1,Morning,1
"2024-06-04","2024-06-04 10:27:14",Tuesday,1,1,Summer,32,Americano with Milk,Coffee,High,1,Midday,2
"2024-06-04","2024-06-04 12:02:10",Tuesday,1,1,Summer,37,Latte,Coffee,Medium,1,Midday,2
"2024-06-04","2024-06-04 12:05:29",Tuesday,1,1,Summer,37,Hot Chocolate,Sweet,None,1,Midday,2
"2024-06-04","2024-06-04 15:30:32",Tuesday,1,1,Summer,37,Latte,Coffee,Medium,1,Afternoon,3
"2024-06-04","2024-06-04 17:46:37",Tuesday,1,1,Summer,27,Cortado,Coffee,Medium,1,Evening,4
"2024-06-04","2024-06-04 17:47:29",Tuesday,1,1,Summer,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-06-04","2024-06-04 20:13:01",Tuesday,1,1,Summer,37,Hot Chocolate,Sweet,None,1,Evening,4
"2024-06-04","2024-06-04 20:50:34",Tuesday,1,1,Summer,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-06-04","2024-06-04 21:31:59",Tuesday,1,1,Summer,27,Cortado,Coffee,Medium,1,Evening,4
"2024-06-04","2024-06-04 21:33:03",Tuesday,1,1,Summer,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-06-04","2024-06-04 21:34:56",Tuesday,1,1,Summer,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-06-04","2024-06-04 21:36:07",Tuesday,1,1,Summer,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-06-04","2024-06-04 21:37:15",Tuesday,1,1,Summer,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-06-05","2024-06-05 08:21:49",Wednesday,2,1,Summer,37,Cappuccino,Coffee,Medium,1,Morning,1
"2024-06-05","2024-06-05 08:23:07",Wednesday,2,1,Summer,37,Cappuccino,Coffee,Medium,1,Morning,1
"2024-06-05","2024-06-05 09:22:43",Wednesday,2,1,Summer,27,Americano,Coffee,High,0,Morning,1
"2024-06-05","2024-06-05 10:28:51",Wednesday,2,1,Summer,37,Latte,Coffee,Medium,1,Midday,2
"2024-06-05","2024-06-05 10:40:53",Wednesday,2,1,Summer,32,Americano with Milk,Coffee,High,1,Midday,2
"2024-06-05","2024-06-05 19:43:58",Wednesday,2,1,Summer,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-06-05","2024-06-05 19:59:54",Wednesday,2,1,Summer,37,Latte,Coffee,Medium,1,Evening,4
"2024-06-05","2024-06-05 20:10:48",Wednesday,2,1,Summer,37,Cocoa,Sweet,None,1,Evening,4
"2024-06-05","2024-06-05 20:12:02",Wednesday,2,1,Summer,27,Cortado,Coffee,Medium,1,Evening,4
"2024-06-06","2024-06-06 08:52:56",Thursday,3,1,Summer,32,Americano with Milk,Coffee,High,1,Morning,1
"2024-06-06","2024-06-06 08:54:08",Thursday,3,1,Summer,32,Americano with Milk,Coffee,High,1,Morning,1
"2024-06-06","2024-06-06 10:36:10",Thursday,3,1,Summer,37,Latte,Coffee,Medium,1,Midday,2
"2024-06-06","2024-06-06 12:17:41",Thursday,3,1,Summer,27,Americano,Coffee,High,0,Midday,2
"2024-06-06","2024-06-06 15:11:14",Thursday,3,1,Summer,32,Americano with Milk,Coffee,High,1,Afternoon,3
"2024-06-06","2024-06-06 15:24:06",Thursday,3,1,Summer,37,Cappuccino,Coffee,Medium,1,Afternoon,3
"2024-06-06","2024-06-06 21:14:05",Thursday,3,1,Summer,37,Latte,Coffee,Medium,1,Evening,4
"2024-06-06","2024-06-06 21:15:42",Thursday,3,1,Summer,37,Latte,Coffee,Medium,1,Evening,4
"2024-06-06","2024-06-06 21:18:27",Thursday,3,1,Summer,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-06-06","2024-06-06 21:19:30",Thursday,3,1,Summer,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-06-06","2024-06-06 21:21:04",Thursday,3,1,Summer,37,Latte,Coffee,Medium,1,Evening,4
"2024-06-07","2024-06-07 08:18:04",Friday,4,1,Summer,37,Cappuccino,Coffee,Medium,1,Morning,1
"2024-06-07","2024-06-07 10:35:28",Friday,4,1,Summer,23,Espresso,Coffee,High,0,Midday,2
"2024-06-07","2024-06-07 13:34:18",Friday,4,1,Summer,32,Americano with Milk,Coffee,High,1,Afternoon,3
"2024-06-07","2024-06-07 16:45:42",Friday,4,1,Summer,27,Cortado,Coffee,Medium,1,Evening,4
"2024-06-07","2024-06-07 16:47:15",Friday,4,1,Summer,27,Cortado,Coffee,Medium,1,Evening,4
"2024-06-08","2024-06-08 09:04:20",Saturday,5,0,Summer,27,Cortado,Coffee,Medium,1,Morning,1
"2024-06-08","2024-06-08 09:26:11",Saturday,5,0,Summer,32,Americano with Milk,Coffee,High,1,Morning,1
"2024-06-08","2024-06-08 20:24:54",Saturday,5,0,Summer,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-06-08","2024-06-08 20:25:56",Saturday,5,0,Summer,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-06-09","2024-06-09 08:15:53",Sunday,6,0,Summer,37,Latte,Coffee,Medium,1,Morning,1
"2024-06-09","2024-06-09 10:30:04",Sunday,6,0,Summer,37,Latte,Coffee,Medium,1,Midday,2
"2024-06-09","2024-06-09 10:52:06",Sunday,6,0,Summer,37,Cappuccino,Coffee,Medium,1,Midday,2
"2024-06-09","2024-06-09 11:04:41",Sunday,6,0,Summer,27,Cortado,Coffee,Medium,1,Midday,2
"2024-06-09","2024-06-09 11:07:08",Sunday,6,0,Summer,23,Espresso,Coffee,High,0,Midday,2
"2024-06-09","2024-06-09 11:52:50",Sunday,6,0,Summer,37,Cappuccino,Coffee,Medium,1,Midday,2
"2024-06-09","2024-06-09 12:11:24",Sunday,6,0,Summer,32,Americano with Milk,Coffee,High,1,Midday,2
"2024-06-09","2024-06-09 12:13:08",Sunday,6,0,Summer,37,Latte,Coffee,Medium,1,Midday,2
"2024-06-09","2024-06-09 12:14:11",Sunday,6,0,Summer,37,Latte,Coffee,Medium,1,Midday,2
"2024-06-09","2024-06-09 15:10:31",Sunday,6,0,Summer,27,Cortado,Coffee,Medium,1,Afternoon,3
"2024-06-09","2024-06-09 16:17:28",Sunday,6,0,Summer,37,Cappuccino,Coffee,Medium,1,Evening,4
"2024-06-09","2024-06-09 19:21:19",Sunday,6,0,Summer,32,Americano with Milk,Coffee,High,1,Evening,4
"2024-06-09","2024-06-09 21:05:09",Sunday,6,0,Summer,27,Americano,Coffee,High,0,Evening,4
